>>>Applying grid seach
>>>Generanting test/train split
Fitting 5 folds for each of 13440 candidates, totalling 67200 fits
0 params - {'clf__algorithm': 'auto', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6705 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
6706 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
6707 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
6708 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
6709 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
6710 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
6711 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
6712 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
6713 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
6714 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
6715 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
6716 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
6717 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
6718 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
6719 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 50, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
6720 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6721 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6722 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6723 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6724 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6725 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6726 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6727 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6728 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6729 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6730 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6731 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6732 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6733 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6734 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6735 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6736 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6737 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6738 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6739 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6740 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6741 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6742 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
6743 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6744 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.01
6745 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.01
6746 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6747 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6748 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6749 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6750 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6751 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6752 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6753 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6754 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
6755 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
6756 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.01
6757 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.01
6758 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6759 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6760 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6761 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6762 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6763 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6764 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6765 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6766 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6767 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
6768 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.01
6769 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.01
6770 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6771 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6772 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6773 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6774 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6775 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6776 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6777 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6778 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6779 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6780 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.01
6781 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.01
6782 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6783 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6784 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.64; std - 0.00
6785 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.64; std - 0.00
6786 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6787 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6788 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.01
6789 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6790 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
6791 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
6792 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.01
6793 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.01
6794 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6795 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6796 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6797 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6798 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6799 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6800 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
6801 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
6802 params - {'clf__algorithm': 'kd_tree', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
