>>>Applying grid seach
>>>Generanting test/train split
Fitting 5 folds for each of 480 candidates, totalling 2400 fits
0 params - {'clf__class_weight': 'balanced', 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
226 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.01
227 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.00
228 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.01
229 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.00
230 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.01
231 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.00
232 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.74; std - 0.00
233 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.01
234 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.01
235 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.00
236 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
237 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.01
238 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.01
239 params - {'clf__class_weight': 'balanced', 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.01
240 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
241 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
242 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.81; std - 0.01
243 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
244 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
245 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
246 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.81; std - 0.01
247 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
248 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.79; std - 0.01
249 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.80; std - 0.01
250 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.79; std - 0.01
251 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
252 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.79; std - 0.01
253 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.80; std - 0.01
254 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.79; std - 0.01
255 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
256 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
257 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
258 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.01
259 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
260 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
261 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
262 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.01
263 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
264 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.80; std - 0.00
265 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
266 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.00
267 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
268 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.80; std - 0.00
269 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
270 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.00
271 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
272 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.76; std - 0.00
273 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.75; std - 0.00
274 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.00
275 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.00
276 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.01
277 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.75; std - 0.00
278 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.00
279 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.00
280 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
281 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.00
282 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.00
283 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.01
284 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
285 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.00
286 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.00
287 params - {'clf__class_weight': None, 'clf__solver': 'newton-cg', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.01
288 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
289 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
290 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.81; std - 0.01
291 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
292 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
293 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
294 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.81; std - 0.01
295 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
296 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.79; std - 0.01
297 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.80; std - 0.01
298 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.79; std - 0.01
299 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
300 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.79; std - 0.01
301 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.80; std - 0.01
302 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.79; std - 0.01
303 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
304 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
305 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
306 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.01
307 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
308 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
309 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
310 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.01
311 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
312 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.80; std - 0.00
313 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
314 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.00
315 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
316 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.80; std - 0.00
317 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
318 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.80; std - 0.00
319 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
320 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.76; std - 0.00
321 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.75; std - 0.00
322 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.00
323 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.00
324 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.76; std - 0.00
325 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.75; std - 0.00
326 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.00
327 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.00
328 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
329 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.00
330 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.00
331 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.01
332 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
333 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.00
334 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.00
335 params - {'clf__class_weight': None, 'clf__solver': 'lbfgs', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.01
336 params - {'clf__class_weight': None, 'clf__solver': 'liblinear', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
337 params - {'clf__class_weight': None, 'clf__solver': 'liblinear', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
338 params - {'clf__class_weight': None, 'clf__solver': 'liblinear', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.81; std - 0.01
339 params - {'clf__class_weight': None, 'clf__solver': 'liblinear', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.81; std - 0.00
340 params - {'clf__class_weight': None, 'clf__solver': 'liblinear', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
341 params - {'clf__class_weight': None, 'clf__solver': 'liblinear', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
